True,Player,SalStartYr,FG,FTA,AST,TRB,PTS,BLK,years_of_exp,Pos,Salary,salary_before,Cluster
Kirk Hinrich,838,21,2.5,0.7,2.8,2.1,6.6,0.2,9,12,3941000.0,8100000.0,0
Kirk Hinrich,838,22,2.7,1.6,5.2,2.6,7.7,0.4,10,5,4059000.0,3941000.0,0
Kirk Hinrich,838,23,3.3,1.7,3.9,2.6,9.1,0.4,11,5,2730000.0,4059000.0,0
Kirk Hinrich,838,24,2.2,0.8,2.2,1.8,5.7,0.2,12,12,2870000.0,2730000.0,0
Kirk Snyder,839,15,3.0,1.7,1.5,2.4,8.0,0.3,2,12,1537440.0,1437240.0,0
Kirk Snyder,839,16,1.7,1.9,1.0,2.1,4.9,0.3,3,8,2358433.0,1537440.0,0
Klay Thompson,840,22,6.2,1.9,2.2,3.7,16.6,0.5,2,12,3245151.0,2222160.0,0
Klay Thompson,840,23,6.9,2.3,2.2,3.1,18.4,0.5,3,12,3075880.0,3245151.0,0
Klay Thompson,840,24,7.8,3.3,2.9,3.2,21.7,0.8,4,12,15501000.0,3075880.0,1
Klay Thompson,840,25,8.1,2.8,2.1,3.8,22.1,0.6,5,12,16663575.0,15501000.0,1
Klay Thompson,840,26,8.3,2.8,2.1,3.7,22.3,0.5,6,12,17826150.0,16663575.0,2
Klay Thompson,840,27,7.9,1.3,2.5,3.8,20.0,0.5,7,12,18988725.0,17826150.0,2
Klay Thompson,840,28,8.4,2.0,2.4,3.8,21.5,0.6,8,12,32742000.0,18988725.0,2
Kobe Bryant,841,7,4.9,5.8,2.5,3.1,15.4,0.5,2,8,1319000.0,1167240.0,0
Kobe Bryant,841,8,7.2,5.8,3.8,5.3,19.9,1.0,3,12,9000000.0,1319000.0,1
Kobe Bryant,841,9,8.4,6.1,4.9,6.3,22.5,0.9,4,12,10130000.0,9000000.0,1
Kobe Bryant,841,10,10.3,8.2,5.0,5.9,28.5,0.6,5,12,11250000.0,10130000.0,1
Kobe Bryant,841,11,9.4,7.4,5.5,5.5,25.2,0.4,6,12,12375000.0,11250000.0,1
Kobe Bryant,841,12,10.6,8.7,5.9,6.9,30.0,0.8,7,12,13500000.0,12375000.0,1
Kobe Bryant,841,13,7.9,8.2,5.1,5.5,24.0,0.4,8,12,14175000.0,13500000.0,1
Kobe Bryant,841,14,8.7,10.1,6.0,5.9,27.6,0.8,9,12,15946875.0,14175000.0,1
Kobe Bryant,841,15,12.2,10.2,4.5,5.3,35.4,0.4,10,12,17718750.0,15946875.0,2
Kobe Bryant,841,16,10.6,10.0,5.4,5.7,31.6,0.5,11,12,19490625.0,17718750.0,2
Kobe Bryant,841,17,9.5,9.0,5.4,6.3,28.3,0.5,12,12,21262500.0,19490625.0,2
Kobe Bryant,841,18,9.8,6.9,4.9,5.2,26.8,0.5,13,12,23034375.0,21262500.0,2
Kobe Bryant,841,19,9.8,7.4,5.0,5.4,27.0,0.3,14,12,24806250.0,23034375.0,2
Kobe Bryant,841,20,9.0,7.1,4.7,5.1,25.3,0.1,15,12,25244493.0,24806250.0,2
Kobe Bryant,841,21,9.9,7.8,4.6,5.4,27.9,0.3,16,12,27849000.0,25244493.0,2
Kobe Bryant,841,22,9.5,8.0,6.0,5.6,27.3,0.3,17,12,30453000.0,27849000.0,2
Kobe Bryant,841,23,5.2,3.5,6.3,4.3,13.8,0.2,18,12,23500000.0,30453000.0,2
Kobe Bryant,841,24,7.6,6.9,5.6,5.7,22.3,0.2,19,12,25000000.0,23500000.0,2
Kosta Koufos,842,20,1.4,0.9,0.1,2.6,3.2,0.5,3,0,2203792.0,76236.0,0
Kosta Koufos,842,22,3.6,1.3,0.4,6.9,8.0,1.3,5,0,3000000.0,2203792.0,0
Kosta Koufos,842,26,3.0,0.9,0.7,5.7,6.6,0.7,9,0,8393000.0,3000000.0,1
Kris Dunn,843,27,5.5,2.2,6.0,4.3,13.4,0.5,2,5,4221000.0,4046760.0,0
Kris Dunn,843,28,4.7,1.5,6.0,4.1,11.3,0.5,3,5,5348007.0,4221000.0,0
Kris Dunn,843,29,3.0,1.1,3.4,3.6,7.3,0.3,4,5,4767000.0,5348007.0,0
Kris Humphries,844,15,1.2,1.0,0.5,2.5,3.0,0.3,2,2,1703520.0,1592400.0,0
Kris Humphries,844,17,2.3,1.8,0.4,3.7,5.7,0.4,4,2,3200000.0,1703520.0,0
Kris Humphries,844,19,2.6,2.8,0.5,5.5,7.1,0.7,6,2,3200000.0,3200000.0,0
Kris Humphries,844,20,4.1,2.6,1.1,10.4,10.0,1.1,7,2,8000000.0,3200000.0,1
Kris Humphries,844,22,2.1,1.9,0.5,5.6,5.8,0.5,9,2,12000000.0,8000000.0,1
Kris Humphries,844,23,3.3,2.1,1.0,5.9,8.4,0.9,10,2,4250000.0,12000000.0,0
Kris Humphries,844,24,3.3,1.8,0.9,6.5,8.0,0.4,11,2,4440000.0,4250000.0,0
Kris Humphries,844,25,2.3,1.6,0.7,4.1,6.5,0.4,12,2,8630000.0,4440000.0,1
Kurt Rambis,845,0,1.3,1.4,1.0,4.3,3.6,0.2,10,2,950000.0,8630000.0,0
Kurt Rambis,845,2,0.9,0.9,0.7,3.2,2.5,0.3,12,2,580000.0,950000.0,0
Kurt Thomas,846,6,2.2,2.6,0.5,5.9,6.3,0.5,2,2,1398960.0,1238000.0,0
Kurt Thomas,846,8,3.4,2.2,1.1,5.7,8.1,0.3,4,2,1925000.0,1398960.0,0
Kurt Thomas,846,9,3.4,1.6,1.0,6.3,8.0,0.5,5,2,3680000.0,1925000.0,0
Kurt Thomas,846,10,4.1,2.7,0.8,6.7,10.4,0.9,6,2,4413375.0,3680000.0,0
Kurt Thomas,846,11,5.6,3.2,1.1,9.1,13.9,1.0,7,0,4903750.0,4413375.0,0
Kurt Thomas,846,12,6.1,2.3,2.0,7.9,14.0,1.2,8,0,5394125.0,4903750.0,0
Kurt Thomas,846,13,4.9,1.6,1.9,8.3,11.1,1.0,9,2,5884500.0,5394125.0,0
Kurt Thomas,846,14,5.3,1.1,2.0,10.4,11.5,1.0,10,2,6620062.0,5884500.0,1
Kurt Thomas,846,16,1.9,1.1,0.4,5.7,4.6,0.4,12,0,8091188.0,6620062.0,1
Kurt Thomas,846,17,2.8,1.1,1.0,7.2,6.3,0.8,13,1,4200000.0,8091188.0,0
Kurt Thomas,846,18,1.9,0.6,0.8,5.1,4.3,0.7,14,2,3800000.0,4200000.0,0
Kurt Thomas,846,20,1.8,0.6,1.2,5.8,4.1,0.8,16,2,1352181.0,3800000.0,0
Kwame Brown,847,12,2.8,2.7,0.7,5.3,7.4,1.0,2,0,4252080.0,3974760.0,0
Kwame Brown,847,13,3.9,4.5,1.5,7.4,10.9,0.7,3,2,5361873.0,4252080.0,0
Kwame Brown,847,15,2.8,3.3,1.0,6.6,7.4,0.6,5,0,8287500.0,5361873.0,1
Kwame Brown,847,16,3.5,3.3,1.8,6.0,8.4,1.2,6,0,9075000.0,8287500.0,1
Kwame Brown,847,19,1.3,2.0,0.5,3.7,3.3,0.3,9,0,1229255.0,9075000.0,0
Kyle Anderson,848,25,1.8,1.1,1.6,3.1,4.5,0.4,2,8,1192080.0,1142880.0,0
Kyle Anderson,848,26,1.3,0.8,1.3,2.9,3.4,0.4,3,8,2151704.0,1192080.0,0
Kyle Anderson,848,27,3.1,2.0,2.7,5.4,7.9,0.8,4,8,8641000.0,2151704.0,1
Kyle Anderson,848,28,3.5,1.5,3.0,5.8,8.0,0.9,5,8,9073050.0,8641000.0,1
Kyle Anderson,848,29,2.3,1.2,2.4,4.3,5.8,0.6,6,8,9505100.0,9073050.0,1
Kyle Korver,849,14,3.9,1.2,2.2,4.6,11.5,0.4,2,8,3630363.0,620046.0,0
Kyle Korver,849,15,4.0,1.5,2.0,3.3,11.5,0.3,3,8,4018182.0,3630363.0,0
Kyle Korver,849,16,5.0,2.8,1.4,3.5,14.4,0.3,4,8,4400000.0,4018182.0,0
Kyle Korver,849,17,3.4,1.7,1.3,2.3,9.9,0.4,5,13,4956818.0,4400000.0,0
Kyle Korver,849,18,3.1,1.6,1.8,3.3,9.0,0.4,6,8,5155115.0,4956818.0,0
Kyle Korver,849,19,2.7,0.9,1.7,2.1,7.2,0.2,7,12,5000000.0,5155115.0,0
Kyle Korver,849,20,3.0,1.1,1.5,1.8,8.3,0.2,8,12,5000000.0,5000000.0,0
Kyle Korver,849,21,2.7,1.0,1.7,2.4,8.1,0.2,9,12,5000000.0,5000000.0,0
Kyle Korver,849,22,3.7,1.1,2.0,4.0,10.9,0.5,10,8,6760563.0,5000000.0,1
Kyle Korver,849,23,4.1,1.3,2.9,4.0,12.0,0.3,11,12,6253521.0,6760563.0,0
Kyle Korver,849,24,3.9,1.6,2.6,4.1,12.1,0.6,12,12,5746479.0,6253521.0,0
Kyle Korver,849,25,3.4,0.7,2.1,3.3,9.2,0.4,13,12,5239437.0,5746479.0,0
Kyle Korver,849,26,3.6,0.6,1.6,2.8,10.1,0.3,14,12,7000000.0,5239437.0,1
Kyle Korver,849,27,3.0,1.0,1.2,2.3,9.2,0.4,15,12,7560000.0,7000000.0,1
Kyle Korver,849,28,2.9,1.0,1.2,2.3,8.6,0.2,16,13,2564753.0,7560000.0,0
Kyle Kuzma,850,28,7.1,3.6,2.5,5.5,18.7,0.4,2,2,1974600.0,1689840.0,0
Kyle Kuzma,850,29,4.8,2.5,1.3,4.5,12.8,0.4,3,2,3562178.0,1974600.0,0
Kyle Lowry,851,17,3.1,4.2,3.6,3.0,9.6,0.3,2,5,1163520.0,1087680.0,0
Kyle Lowry,851,18,2.5,2.9,3.6,2.5,7.6,0.2,3,5,2034997.0,1163520.0,0
Kyle Lowry,851,19,2.7,3.8,4.5,3.6,9.1,0.1,4,5,5750000.0,2034997.0,0
Kyle Lowry,851,20,4.6,3.3,6.7,4.1,13.5,0.3,5,5,5750000.0,5750000.0,0
Kyle Lowry,851,21,4.5,4.2,6.6,4.5,14.3,0.3,6,5,5750000.0,5750000.0,0
Kyle Lowry,851,22,3.7,3.5,6.4,4.7,11.6,0.4,7,5,6210000.0,5750000.0,0
Kyle Lowry,851,23,5.8,4.9,7.4,4.7,17.9,0.2,8,5,12000000.0,6210000.0,1
Kyle Lowry,851,24,6.1,4.5,6.8,4.7,17.8,0.2,9,5,12000000.0,12000000.0,1
Kyle Lowry,851,25,6.6,6.4,6.4,4.7,21.2,0.4,10,5,12000000.0,12000000.0,1
Kyle Lowry,851,26,7.1,6.1,7.0,4.8,22.4,0.3,11,5,28903704.0,12000000.0,2
Kyle Lowry,851,27,5.2,3.3,6.9,5.6,16.2,0.2,12,5,32700000.0,28903704.0,2
Kyle Lowry,851,28,4.7,3.0,8.7,4.8,14.2,0.5,13,5,33296296.0,32700000.0,2
Kyle Lowry,851,29,5.8,5.9,7.5,5.0,19.4,0.4,14,5,30500000.0,33296296.0,2
Kyle O'Quinn,852,23,2.7,1.2,1.1,5.3,6.2,1.3,2,0,915243.0,788872.0,0
Kyle O'Quinn,852,24,2.3,1.1,1.2,3.9,5.8,0.8,3,2,3750000.0,915243.0,0
Kyle O'Quinn,852,25,2.0,0.9,1.1,3.8,4.8,0.8,4,2,3918750.0,3750000.0,0
Kyle O'Quinn,852,26,2.7,1.1,1.5,5.6,6.3,1.3,5,0,4087500.0,3918750.0,0
Kyle O'Quinn,852,27,2.9,1.6,2.1,6.1,7.1,1.3,6,0,4449000.0,4087500.0,0
Kyle O'Quinn,852,28,1.5,0.5,1.2,2.6,3.5,0.6,7,0,2174318.0,4449000.0,0
Kyle Singler,853,23,3.3,2.2,0.9,3.7,9.6,0.5,2,8,1090000.0,1045000.0,0
Kyle Singler,853,24,2.2,0.7,1.1,2.4,6.0,0.3,3,8,4500000.0,1090000.0,0
Kyle Singler,853,25,1.3,0.6,0.4,2.1,3.4,0.1,4,8,4837500.0,4500000.0,0
Kyle Singler,853,26,1.1,0.5,0.3,1.5,2.8,0.2,5,8,4666500.0,4837500.0,0
Kyle Singler,853,27,0.6,1.1,0.2,0.8,1.9,0.0,6,8,1665333.0,4666500.0,0
Kyrie Irving,854,22,8.2,4.9,5.9,3.7,22.5,0.4,2,5,5915880.0,5530080.0,0
Kyrie Irving,854,23,7.5,4.8,6.1,3.6,20.8,0.3,3,5,7459924.0,5915880.0,1
Kyrie Irving,854,24,7.7,4.9,5.2,3.2,21.7,0.3,4,5,16407500.0,7459924.0,1
Kyrie Irving,854,25,7.4,3.6,4.7,3.0,19.6,0.3,5,5,17638063.0,16407500.0,2
Kyrie Irving,854,26,9.3,4.6,5.8,3.2,25.2,0.3,6,5,18868626.0,17638063.0,2
Kyrie Irving,854,27,8.9,4.4,5.1,3.8,24.4,0.3,7,5,20099189.0,18868626.0,2
Kyrie Irving,854,28,9.0,3.7,6.9,5.0,23.8,0.5,8,5,31742000.0,20099189.0,2
Kyrie Irving,854,29,10.0,5.1,6.4,5.2,27.4,0.5,9,5,33460350.0,31742000.0,2
Kyrylo Fesenko,855,19,1.1,1.2,0.3,1.8,2.6,0.4,3,0,1087500.0,33460350.0,0
LaBradford Smith,856,2,3.8,1.8,2.7,1.5,9.3,0.1,2,12,940000.0,760000.0,0
LaMarcus Aldridge,857,17,7.4,3.9,1.6,7.6,17.8,1.2,2,2,4631400.0,4329360.0,0
LaMarcus Aldridge,857,18,7.4,4.1,1.9,7.5,18.1,1.0,3,2,5844827.0,4631400.0,0
LaMarcus Aldridge,857,19,7.4,3.9,2.1,8.0,17.9,0.6,4,2,11244000.0,5844827.0,1
LaMarcus Aldridge,857,20,8.7,5.5,2.1,8.8,21.8,1.2,5,2,12372000.0,11244000.0,1
LaMarcus Aldridge,857,21,8.8,5.0,2.4,8.0,21.7,0.8,6,2,13000000.0,12372000.0,1
LaMarcus Aldridge,857,22,8.6,4.7,2.6,9.1,21.1,1.2,7,2,14100000.0,13000000.0,1
LaMarcus Aldridge,857,23,9.4,5.2,2.6,11.1,23.2,1.0,8,2,15200000.0,14100000.0,1
LaMarcus Aldridge,857,24,9.3,5.1,1.7,10.2,23.4,1.0,9,2,19689000.0,15200000.0,2
LaMarcus Aldridge,857,25,7.2,4.1,1.5,8.5,18.0,1.1,10,2,20575005.0,19689000.0,2
LaMarcus Aldridge,857,26,6.9,3.8,1.9,7.3,17.3,1.2,11,2,21461010.0,20575005.0,2
LaMarcus Aldridge,857,27,9.2,5.3,2.0,8.5,23.1,1.2,12,0,22347015.0,21461010.0,2
LaMarcus Aldridge,857,28,8.4,5.1,2.4,9.2,21.3,1.3,13,0,26000000.0,22347015.0,2
LaMarcus Aldridge,857,29,7.4,3.6,2.4,7.4,18.9,1.6,14,0,24000000.0,26000000.0,2
LaPhonso Ellis,858,3,6.1,4.5,2.1,8.6,15.4,1.0,2,2,2731000.0,2350000.0,0
LaPhonso Ellis,858,5,4.2,3.3,1.6,7.2,10.5,0.7,4,8,3294000.0,2731000.0,0
LaPhonso Ellis,858,6,8.1,5.1,2.4,7.0,21.9,0.7,5,2,3650000.0,3294000.0,0
LaPhonso Ellis,858,7,5.4,3.4,2.8,7.2,14.3,0.6,6,8,1750000.0,3650000.0,0
LaPhonso Ellis,858,8,4.0,3.1,0.9,5.5,10.2,0.4,7,2,1925000.0,1750000.0,0
LaPhonso Ellis,858,9,3.6,1.6,1.0,5.0,8.4,0.4,8,2,1200000.0,1925000.0,0
LaPhonso Ellis,858,10,3.6,2.6,1.1,6.0,9.4,0.9,9,2,3000000.0,1200000.0,0
LaPhonso Ellis,858,11,2.9,1.3,0.8,4.3,7.1,0.6,10,8,3100000.0,3000000.0,0
LaSalle Thompson,859,0,3.4,1.3,1.8,6.9,7.6,0.8,9,0,2000000.0,3100000.0,0
LaSalle Thompson,859,1,2.1,0.9,1.3,4.8,4.9,0.4,10,0,2000000.0,2000000.0,0
LaSalle Thompson,859,2,1.7,0.6,0.5,2.8,3.8,0.4,11,0,2000000.0,2000000.0,0
Lamar Odom,860,10,6.3,5.1,5.2,7.8,17.2,1.6,2,2,2812320.0,2650000.0,0
Lamar Odom,860,11,5.2,3.2,5.9,6.1,13.1,1.2,3,8,3557585.0,2812320.0,0
Lamar Odom,860,12,5.5,3.6,3.6,6.7,14.6,0.8,4,8,9963596.0,3557585.0,1
Lamar Odom,860,13,6.1,5.7,4.1,9.7,17.1,0.9,5,2,10548596.0,9963596.0,1
Lamar Odom,860,14,5.7,4.7,3.7,10.2,15.2,1.0,6,2,11465333.0,10548596.0,1
Lamar Odom,860,15,5.6,3.9,5.5,9.2,14.8,0.8,7,2,12348596.0,11465333.0,1
Lamar Odom,860,16,5.7,5.1,4.8,9.8,15.9,0.6,8,2,13248596.0,12348596.0,1
Lamar Odom,860,17,5.4,4.3,3.5,10.6,14.2,0.9,9,2,14148596.0,13248596.0,1
Lamar Odom,860,18,4.4,3.3,2.6,8.2,11.3,1.3,10,2,7500000.0,14148596.0,1
Lamar Odom,860,19,4.2,2.5,3.3,9.8,10.8,0.7,11,2,8200000.0,7500000.0,1
Lamar Odom,860,20,5.8,3.0,3.0,8.7,14.4,0.7,12,2,8900000.0,8200000.0,1
Lamar Odom,860,21,2.5,2.0,1.7,4.2,6.6,0.4,13,8,8200000.0,8900000.0,1
Lamond Murray,861,5,3.3,1.7,1.1,3.2,8.4,0.3,2,8,2700000.0,2400000.0,0
Lamond Murray,861,6,2.4,2.9,0.8,3.1,7.4,0.4,3,8,2900000.0,2700000.0,0
Lamond Murray,861,7,6.0,3.7,1.8,6.1,15.4,0.7,4,8,3500000.0,2900000.0,0
Lamond Murray,861,8,4.5,3.1,1.2,3.9,12.2,0.4,5,8,3000000.0,3500000.0,0
Lamond Murray,861,9,6.2,3.6,1.8,5.7,15.9,0.5,6,8,3390000.0,3000000.0,0
Lamond Murray,861,10,5.0,2.7,1.6,4.4,12.8,0.3,7,8,3750000.0,3390000.0,0
Lamond Murray,861,11,6.1,3.7,2.2,5.2,16.6,0.6,8,8,4125000.0,3750000.0,0
Lamond Murray,861,13,2.3,1.1,0.8,2.7,6.0,0.2,9,8,4875000.0,4125000.0,0
Lamond Murray,861,14,2.1,1.3,0.8,2.6,6.0,0.3,10,8,6388500.0,4875000.0,0
Lance Blanks,862,1,0.6,0.3,0.4,0.5,1.5,0.0,2,12,490000.0,415000.0,0
Lance Stephenson,863,21,1.1,0.4,1.1,1.3,2.5,0.1,2,12,915243.0,810000.0,0
Lance Stephenson,863,22,3.5,1.5,2.9,3.9,8.8,0.2,3,12,981349.0,915243.0,0
Lance Stephenson,863,23,5.5,2.5,4.6,7.2,13.8,0.1,4,12,9000000.0,981349.0,1
Lance Stephenson,863,24,3.4,1.8,3.9,4.5,8.2,0.1,5,12,9000000.0,9000000.0,1
Lance Stephenson,863,25,3.3,1.6,1.9,3.2,8.3,0.1,6,8,5371672.0,9000000.0,0
Lance Stephenson,863,26,3.0,0.7,3.3,2.9,6.8,0.2,7,12,4180000.0,5371672.0,0
Lance Stephenson,863,27,3.7,1.5,2.9,5.2,9.2,0.2,8,12,4449000.0,4180000.0,0
Lance Thomas,864,24,2.9,1.6,1.1,3.1,7.1,0.1,4,4,1636842.0,762195.0,0
Lance Thomas,864,25,2.9,2.0,0.9,2.2,8.2,0.1,5,2,6191000.0,1636842.0,0
Lance Thomas,864,26,2.1,1.1,0.8,3.1,6.0,0.1,6,2,6655325.0,6191000.0,1
Lance Thomas,864,27,1.4,0.7,0.6,2.4,4.1,0.2,7,2,7119650.0,6655325.0,1
Landry Fields,865,21,3.6,2.1,2.6,4.2,8.8,0.3,2,12,5000000.0,762195.0,0
Landry Fields,865,22,2.0,1.0,1.2,4.1,4.7,0.2,3,8,5225000.0,5000000.0,0
Landry Fields,865,23,0.9,0.7,0.7,2.0,2.3,0.1,4,8,8500000.0,5225000.0,1
Landry Shamet,866,29,3.0,1.4,1.9,1.9,9.3,0.2,2,12,2090040.0,1995120.0,0
Langston Galloway,867,25,2.8,1.4,2.5,3.5,7.6,0.3,2,5,5200000.0,845059.0,0
Langston Galloway,867,26,2.8,0.9,1.3,2.1,7.9,0.1,3,5,6666667.0,5200000.0,1
Langston Galloway,867,27,2.2,0.7,1.0,1.6,6.2,0.1,4,12,7000000.0,6666667.0,1
Langston Galloway,867,28,2.9,1.2,1.1,2.1,8.4,0.1,5,12,7333333.0,7000000.0,1
Langston Galloway,867,29,3.6,1.3,1.5,2.3,10.3,0.2,6,12,2028594.0,7333333.0,0
Laron Profit,868,10,1.6,1.3,2.5,1.8,4.3,0.3,2,5,630850.0,508000.0,0
Laron Profit,868,14,1.3,0.6,0.9,1.8,3.2,0.1,3,8,745248.0,630850.0,0
Larry Bird,869,0,7.7,3.1,7.2,8.5,19.4,1.0,12,8,7070000.0,745248.0,1
Larry Bird,869,1,7.8,3.6,6.8,9.6,20.2,0.7,13,8,2300000.0,7070000.0,0
Larry Drew,870,0,1.1,0.5,2.5,0.7,2.9,0.0,10,5,600000.0,2300000.0,0
Larry Hughes,871,9,5.6,4.6,2.5,4.3,15.0,0.3,2,12,1870000.0,1722240.0,0
Larry Hughes,871,10,6.2,5.0,4.5,5.5,16.5,0.6,3,12,2343635.0,1870000.0,0
Larry Hughes,871,11,4.7,3.5,4.3,3.4,12.3,0.3,4,12,4546000.0,2343635.0,0
Larry Hughes,871,12,5.2,2.8,3.1,4.6,12.8,0.4,5,5,5000600.0,4546000.0,0
Larry Hughes,871,13,6.6,5.5,2.4,5.3,18.8,0.4,6,12,5455200.0,5000600.0,0
Larry Hughes,871,14,7.7,7.4,4.7,6.3,22.0,0.3,7,12,10344900.0,5455200.0,1
Larry Hughes,871,15,5.3,5.4,3.6,4.5,15.5,0.6,8,12,13363012.0,10344900.0,1
Larry Hughes,871,16,5.4,4.4,3.7,3.8,14.9,0.4,9,12,12000084.0,13363012.0,1
Larry Hughes,871,17,4.5,2.8,2.7,3.4,12.2,0.3,10,7,12827676.0,12000084.0,1
Larry Hughes,871,18,4.1,2.6,2.2,2.9,11.6,0.3,11,11,13655268.0,12827676.0,1
Larry Johnson,872,1,7.5,5.0,3.6,11.0,19.2,0.6,2,2,2540000.0,13655268.0,0
Larry Johnson,872,2,8.9,5.3,4.3,10.5,22.1,0.3,3,2,3125000.0,2540000.0,0
Larry Johnson,872,3,6.8,3.9,3.6,8.8,16.4,0.3,4,2,3710000.0,3125000.0,0
Larry Johnson,872,4,7.2,4.4,4.6,7.2,18.8,0.3,5,2,4295000.0,3710000.0,0
Larry Johnson,872,5,7.2,7.0,4.4,8.4,20.5,0.5,6,2,5004000.0,4295000.0,0
Larry Johnson,872,6,4.9,3.6,2.3,5.2,12.8,0.5,7,8,8460714.0,5004000.0,1
Larry Johnson,872,7,6.1,4.0,2.1,5.7,15.5,0.2,8,8,10186000.0,8460714.0,1
Larry Johnson,872,8,4.3,3.3,2.4,5.8,12.0,0.2,9,2,11910714.0,10186000.0,1
Larry Johnson,872,9,4.0,2.4,2.5,5.4,10.7,0.1,10,2,11250000.0,11910714.0,1
Larry Johnson,872,10,3.8,2.0,2.0,5.6,9.9,0.4,11,2,11335714.0,11250000.0,1
Larry Krystkowiak,873,1,3.7,2.1,1.4,5.4,9.0,0.2,5,2,605000.0,11335714.0,0
Larry Krystkowiak,873,2,2.8,2.1,1.0,3.9,7.2,0.2,6,2,644000.0,605000.0,0
Larry Krystkowiak,873,3,2.1,1.1,1.0,3.6,5.1,0.1,7,2,725000.0,644000.0,0
Larry Nance,874,0,7.9,4.1,3.0,8.6,19.2,2.5,10,2,1363000.0,725000.0,0
Larry Nance,874,1,6.9,4.0,2.9,8.3,17.0,3.0,11,2,2775000.0,1363000.0,0
Larry Nance,874,2,6.9,3.2,2.9,8.7,16.5,2.6,12,2,2840000.0,2775000.0,0
Larry Robinson,875,3,1.7,1.3,1.0,1.7,4.2,0.0,4,12,30000.0,86052.0,0
Larry Robinson,875,10,2.0,0.7,1.1,2.6,5.9,0.1,6,7,715850.0,30000.0,0
Larry Sanders,876,21,1.6,0.7,0.6,3.1,3.6,1.5,2,2,1991760.0,715850.0,0
Larry Sanders,876,22,4.3,1.9,1.2,9.5,9.8,2.8,3,0,3053368.0,1991760.0,0
Larry Sanders,876,23,3.3,2.4,0.8,7.2,7.7,1.7,4,0,11000000.0,3053368.0,1
Larry Smith,877,1,1.1,0.2,0.7,5.7,2.3,0.2,12,2,500000.0,11000000.0,0
Larry Stewart,878,2,3.8,3.1,1.8,4.7,9.8,0.4,2,8,600000.0,500000.0,0
Larry Stewart,878,4,1.0,0.8,0.5,1.7,2.6,0.2,4,8,800000.0,600000.0,0
Latrell Sprewell,879,3,7.5,5.6,4.7,4.9,21.0,0.9,2,12,890000.0,700000.0,0
Latrell Sprewell,879,4,7.1,6.5,4.0,3.7,20.6,0.7,3,12,975000.0,890000.0,0
Latrell Sprewell,879,5,6.6,5.7,4.2,4.9,18.9,0.6,4,12,7000000.0,975000.0,1
Latrell Sprewell,879,6,8.1,7.3,6.3,4.6,24.2,0.6,5,12,7770000.0,7000000.0,1
Latrell Sprewell,879,7,7.9,6.7,4.9,3.6,21.4,0.4,6,12,8300000.0,7770000.0,1
Latrell Sprewell,879,8,5.8,5.2,2.5,4.2,16.4,0.1,7,8,9000000.0,8300000.0,1
Latrell Sprewell,879,9,6.9,4.8,4.0,4.3,18.6,0.3,8,8,10130000.0,9000000.0,1
Latrell Sprewell,879,10,6.8,4.6,3.5,4.5,17.7,0.4,9,8,11250000.0,10130000.0,1
Latrell Sprewell,879,11,7.1,4.3,3.9,3.7,19.4,0.2,10,8,12375000.0,11250000.0,1
Latrell Sprewell,879,12,6.1,2.9,4.5,3.9,16.4,0.3,11,8,13500000.0,12375000.0,1
Latrell Sprewell,879,13,6.3,3.6,3.5,3.8,16.8,0.3,12,8,14625000.0,13500000.0,1
Lauri Markkanen,880,28,6.6,3.8,1.4,9.0,18.7,0.6,2,2,5300400.0,4536120.0,0
Lauri Markkanen,880,29,5.0,3.1,1.5,6.3,14.7,0.5,3,2,6731508.0,5300400.0,1
Lavor Postell,881,11,1.2,1.8,0.2,0.7,4.0,0.0,2,12,587435.0,465850.0,0
Lavoy Allen,882,22,2.6,0.8,0.9,5.0,5.8,0.7,2,0,3120000.0,587435.0,0
Lavoy Allen,882,23,2.1,0.8,1.1,4.8,4.7,0.5,3,2,948163.0,3120000.0,0
Lavoy Allen,882,26,1.3,0.5,0.9,3.6,2.9,0.4,6,2,3500000.0,948163.0,0
Lawrence Funderburke,883,8,3.6,2.6,0.6,4.7,8.9,0.5,2,2,2400000.0,575000.0,0
Lawrence Funderburke,883,9,2.5,2.2,0.4,3.1,6.4,0.3,3,2,2700000.0,2400000.0,0
Lawrence Funderburke,883,11,2.1,1.0,0.6,3.5,4.7,0.3,5,2,3300000.0,2700000.0,0
Lazar Hayward,884,21,0.5,0.5,0.2,0.6,1.4,0.0,2,8,1209260.0,1097520.0,0
LeBron James,885,14,9.9,8.0,7.2,7.4,27.2,0.7,2,8,4621800.0,4320360.0,0
LeBron James,885,15,11.1,10.3,6.6,7.0,31.4,0.8,3,8,5828090.0,4621800.0,0
LeBron James,885,16,9.9,9.0,6.0,6.7,27.3,0.7,4,8,13041250.0,5828090.0,1
LeBron James,885,17,10.6,10.3,7.2,7.9,30.0,1.1,5,8,14410581.0,13041250.0,1
LeBron James,885,18,9.7,9.4,7.2,7.6,28.4,1.1,6,8,15779912.0,14410581.0,1
LeBron James,885,19,10.1,10.2,8.6,7.3,29.7,1.0,7,8,14500000.0,15779912.0,1
LeBron James,885,20,9.6,8.4,7.0,7.5,26.7,0.6,8,8,16022500.0,14500000.0,1
LeBron James,885,21,10.0,8.1,6.2,7.9,27.1,0.8,9,8,17545000.0,16022500.0,2
LeBron James,885,22,10.1,7.0,7.3,8.0,26.8,0.9,10,2,19067500.0,17545000.0,2
