True,Player,SalStartYr,FG,FTA,AST,TRB,PTS,BLK,years_of_exp,Pos,Salary,salary_before,Cluster
Sean Kilpatrick,1241,25,4.0,2.2,0.9,1.8,11.1,0.1,2,12,980431.0,320594.0,0
Sean Kilpatrick,1241,26,4.4,3.5,2.2,4.0,13.1,0.1,3,12,4774445.0,980431.0,0
Sean Marks,1242,12,1.0,0.7,0.1,1.5,2.3,0.3,4,2,596295.0,89364.0,0
Sean Marks,1242,14,1.2,1.2,0.3,2.4,3.3,0.5,5,2,835810.0,596295.0,0
Sean Marks,1242,15,1.5,0.5,0.3,1.7,3.2,0.3,6,2,932015.0,835810.0,0
Sean Marks,1242,16,0.7,0.7,0.0,1.0,2.0,0.3,7,2,1033930.0,932015.0,0
Sean Marks,1242,17,1.2,1.0,0.2,1.9,3.1,0.5,8,0,1141838.0,1033930.0,0
Sean Marks,1242,18,1.3,0.7,0.2,3.1,3.2,0.6,9,0,1187686.0,1141838.0,0
Sean May,1243,16,4.7,3.2,1.9,6.7,11.9,0.7,2,2,1862160.0,1740720.0,0
Sean May,1243,18,1.6,0.8,0.4,2.9,3.9,0.2,3,2,884881.0,1862160.0,0
Sean Rooks,1244,3,4.1,4.5,1.0,5.5,11.4,0.9,2,0,600000.0,488000.0,0
Sean Rooks,1244,4,3.6,4.8,1.2,6.1,10.9,0.9,3,0,1200000.0,600000.0,0
Sean Rooks,1244,5,2.2,3.1,0.7,3.9,6.5,0.6,4,0,1200000.0,1200000.0,0
Sean Rooks,1244,6,1.3,1.9,0.6,2.4,3.8,0.6,5,0,1440000.0,1200000.0,0
Sean Rooks,1244,8,0.9,1.3,0.3,2.0,2.7,0.3,7,0,1920000.0,1440000.0,0
Sean Rooks,1244,10,2.1,1.7,0.9,3.7,5.4,0.8,9,0,2400000.0,1920000.0,0
Sean Rooks,1244,12,1.8,0.8,1.0,3.1,4.2,0.6,11,0,1070000.0,2400000.0,0
Sebastian Telfair,1245,15,3.4,2.6,3.6,1.8,9.5,0.1,2,5,1793160.0,1676280.0,0
Sebastian Telfair,1245,16,2.3,1.4,2.8,1.4,6.1,0.1,3,5,2562426.0,1793160.0,0
Sebastian Telfair,1245,17,3.7,1.8,5.9,2.3,9.3,0.2,4,5,2300000.0,2562426.0,0
Sebastian Telfair,1245,18,3.6,2.1,4.6,1.7,9.8,0.2,5,5,2500000.0,2300000.0,0
Sebastian Telfair,1245,19,1.9,0.9,2.9,1.0,4.8,0.1,6,5,2700000.0,2500000.0,0
Sebastian Telfair,1245,20,2.6,1.6,3.0,1.5,7.2,0.1,7,5,1500000.0,2700000.0,0
Sebastian Telfair,1245,21,2.4,1.1,2.3,1.5,6.1,0.2,8,5,1567500.0,1500000.0,0
Sedale Threatt,1246,0,5.4,2.2,3.4,1.2,12.7,0.1,8,5,612000.0,1567500.0,0
Sedale Threatt,1246,1,6.2,3.0,7.2,3.1,15.1,0.2,9,5,796000.0,612000.0,0
Sedale Threatt,1246,2,6.4,2.6,6.9,3.3,15.1,0.1,10,5,2400000.0,796000.0,0
Sedale Threatt,1246,3,5.1,1.9,4.2,1.9,11.9,0.2,11,5,2400000.0,2400000.0,0
Sedale Threatt,1246,4,3.7,1.9,4.2,2.1,9.5,0.2,12,5,2400000.0,2400000.0,0
Semi Ojeleye,1247,28,1.2,0.7,0.4,1.5,3.3,0.1,2,2,1618520.0,1378242.0,0
Semi Ojeleye,1247,29,1.2,0.5,0.5,2.1,3.4,0.1,3,2,1752950.0,1618520.0,0
Serge Ibaka,1248,20,4.1,2.2,0.3,7.6,9.9,2.4,2,2,1288200.0,1204200.0,0
Serge Ibaka,1248,21,4.0,1.8,0.4,7.5,9.1,3.7,3,2,2253061.0,1288200.0,0
Serge Ibaka,1248,22,5.6,2.4,0.5,7.7,13.2,3.0,4,2,12250000.0,2253061.0,1
Serge Ibaka,1248,23,6.5,2.5,1.0,8.8,15.1,2.7,5,2,12250000.0,12250000.0,1
Serge Ibaka,1248,24,5.8,1.7,0.9,7.8,14.3,2.4,6,2,12250000.0,12250000.0,1
Serge Ibaka,1248,25,5.3,1.6,0.8,6.8,12.6,1.9,7,2,12250000.0,12250000.0,1
Serge Ibaka,1248,26,6.0,1.6,0.9,6.8,14.8,1.6,8,2,20061729.0,12250000.0,2
Serge Ibaka,1248,27,5.0,1.6,0.8,6.3,12.6,1.3,9,2,21666667.0,20061729.0,2
Serge Ibaka,1248,28,6.3,2.4,1.3,8.1,15.0,1.4,10,0,23271604.0,21666667.0,2
Serge Ibaka,1248,29,6.2,2.3,1.4,8.2,15.4,0.8,11,0,9258000.0,23271604.0,1
Sergey Karasev,1249,24,1.6,1.2,1.4,2.0,4.6,0.0,2,12,1599840.0,1533840.0,0
Seth Curry,1250,25,2.3,1.2,1.5,1.4,6.8,0.1,3,5,2898000.0,1599840.0,0
Seth Curry,1250,26,4.8,1.4,2.7,2.6,12.8,0.1,4,5,3028410.0,2898000.0,0
Seth Curry,1250,28,2.9,0.7,0.9,1.6,7.9,0.2,5,12,7461380.0,3028410.0,1
Seth Curry,1250,29,4.4,1.5,1.9,2.3,12.4,0.1,6,12,7834449.0,7461380.0,1
Shabazz Muhammad,1251,24,5.1,3.8,1.2,4.1,13.5,0.2,2,12,2056920.0,1971960.0,0
Shabazz Muhammad,1251,25,3.9,3.0,0.6,3.3,10.5,0.1,3,8,3046299.0,2056920.0,0
Shabazz Muhammad,1251,26,3.7,2.4,0.4,2.8,9.9,0.1,4,8,1924755.0,3046299.0,0
Shabazz Napier,1252,25,1.2,0.8,1.8,1.0,3.7,0.0,2,5,1350120.0,1294440.0,0
Shabazz Napier,1252,26,1.4,0.9,1.3,1.2,4.1,0.0,3,5,2361359.0,1350120.0,0
Shabazz Napier,1252,27,3.0,1.9,2.0,2.3,8.7,0.2,4,5,1942422.0,2361359.0,0
Shabazz Napier,1252,28,3.0,2.5,2.6,1.8,9.4,0.3,5,5,1845301.0,1942422.0,0
Shai Gilgeous-Alexander,1253,29,6.8,5.1,3.3,5.9,19.0,0.7,2,12,4141320.0,3952920.0,0
Shake Milton,1254,29,3.4,1.6,2.6,2.2,9.4,0.2,2,12,1701593.0,1445697.0,0
Shammond Williams,1255,9,2.0,1.2,1.8,1.2,5.2,0.0,2,5,600000.0,1701593.0,0
Shammond Williams,1255,10,2.3,1.4,2.8,1.9,6.8,0.1,3,5,1750000.0,600000.0,0
Shammond Williams,1255,11,1.6,0.8,1.7,1.3,4.4,0.0,4,12,2000000.0,1750000.0,0
Shammond Williams,1255,12,2.9,1.3,3.4,2.2,8.0,0.1,5,5,751179.0,2000000.0,0
Shandon Anderson,1256,7,3.3,2.3,1.1,2.8,8.3,0.2,2,12,1300000.0,1200000.0,0
Shandon Anderson,1256,8,3.2,2.5,1.1,2.6,8.5,0.2,3,12,2000000.0,1300000.0,0
Shandon Anderson,1256,9,4.5,3.1,2.9,4.7,12.3,0.4,4,8,2200000.0,2000000.0,0
Shandon Anderson,1256,10,3.2,2.3,2.3,4.1,8.7,0.5,5,12,5500000.0,2200000.0,0
Shandon Anderson,1256,11,1.8,1.3,0.9,3.0,5.0,0.2,6,12,6100000.0,5500000.0,0
Shandon Anderson,1256,12,3.0,2.3,1.1,3.1,8.4,0.2,7,8,6700000.0,6100000.0,1
Shandon Anderson,1256,13,3.0,2.0,1.5,2.8,7.9,0.2,8,12,8173699.0,6700000.0,1
Shandon Anderson,1256,14,1.5,1.0,1.1,2.9,3.9,0.2,9,11,8935000.0,8173699.0,1
Shandon Anderson,1256,15,1.1,0.4,0.6,1.7,2.6,0.1,10,8,7244726.0,8935000.0,1
Shane Battier,1257,12,3.5,1.9,1.3,4.4,9.7,1.1,2,8,2533440.0,2368200.0,0
Shane Battier,1257,13,3.1,2.1,1.3,3.8,8.5,0.7,3,8,3212402.0,2533440.0,0
Shane Battier,1257,14,3.4,2.9,1.6,5.2,9.9,1.0,4,12,4903000.0,3212402.0,0
Shane Battier,1257,15,3.7,2.6,1.7,5.3,10.1,1.4,5,8,5393300.0,4903000.0,0
Shane Battier,1257,16,3.6,1.4,2.1,4.1,10.1,0.7,6,8,5883600.0,5393300.0,0
Shane Battier,1257,17,3.3,1.3,1.9,5.1,9.3,1.1,7,8,6448900.0,5883600.0,0
Shane Battier,1257,18,2.4,1.1,2.3,4.8,7.3,0.9,8,12,6864200.0,6448900.0,1
Shane Battier,1257,19,2.7,1.6,2.4,4.7,8.0,1.1,9,12,7354500.0,6864200.0,1
Shane Battier,1257,20,2.8,1.1,2.3,4.5,7.6,1.0,10,8,3000000.0,7354500.0,0
Shane Battier,1257,21,1.7,0.6,1.3,2.4,4.8,0.5,11,8,3135000.0,3000000.0,0
Shane Battier,1257,22,2.1,0.5,1.0,2.3,6.6,0.8,12,8,3270000.0,3135000.0,0
Shane Larkin,1258,24,2.5,1.0,3.0,2.3,6.2,0.1,2,5,1500000.0,1606080.0,0
Shannon Brown,1259,17,2.1,1.4,0.8,1.0,5.4,0.1,2,12,797581.0,1044120.0,0
Shannon Brown,1259,18,1.6,0.8,0.8,0.9,4.2,0.1,3,12,2000000.0,797581.0,0
Shannon Brown,1259,19,3.1,1.5,1.3,2.2,8.1,0.4,4,12,2200000.0,2000000.0,0
Shannon Brown,1259,20,3.3,1.2,1.2,1.9,8.7,0.2,5,12,3500000.0,2200000.0,0
Shannon Brown,1259,21,4.3,1.7,1.2,2.7,11.0,0.3,6,12,3500000.0,3500000.0,0
Shannon Brown,1259,22,4.1,2.1,1.8,2.5,10.5,0.3,7,12,481562.0,3500000.0,0
Shannon Brown,1259,23,0.8,0.7,0.3,1.0,2.2,0.0,8,12,215811.0,481562.0,0
Shaquille Harrison,1260,28,2.5,1.7,1.9,3.0,6.5,0.4,2,12,1620564.0,1325531.0,0
Shaquille Harrison,1260,29,1.8,1.2,1.1,2.0,4.9,0.4,3,12,1524305.0,1620564.0,0
Shaquille O'Neal,1261,3,11.8,10.5,2.4,13.2,29.3,2.9,2,0,4800000.0,3900000.0,0
Shaquille O'Neal,1261,4,11.8,10.8,2.7,11.4,29.3,2.4,3,0,5700000.0,4800000.0,0
Shaquille O'Neal,1261,5,11.0,9.5,2.9,11.0,26.6,2.1,4,0,10714000.0,5700000.0,1
Shaquille O'Neal,1261,6,10.8,9.4,3.1,12.5,26.2,2.9,5,0,12857143.0,10714000.0,1
Shaquille O'Neal,1261,8,10.4,10.2,2.3,10.7,26.3,1.7,7,0,17142858.0,12857143.0,2
Shaquille O'Neal,1261,9,12.1,10.4,3.8,13.6,29.7,3.0,8,0,19610000.0,17142858.0,2
Shaquille O'Neal,1261,10,11.0,13.1,3.7,12.7,28.7,2.8,9,0,21428572.0,19610000.0,2
Shaquille O'Neal,1261,11,10.6,10.7,3.0,10.7,27.2,2.0,10,0,23571429.0,21428572.0,2
Shaquille O'Neal,1261,18,6.8,6.9,1.7,8.4,17.8,1.4,17,0,20000000.0,23571429.0,2
Shaquille O'Neal,1261,19,4.9,4.3,1.5,6.7,12.0,1.2,18,0,1352181.0,20000000.0,0
Shareef Abdur-Rahim,1262,7,8.0,7.8,2.6,7.1,22.3,0.9,2,8,2842000.0,2513760.0,0
Shareef Abdur-Rahim,1262,8,7.7,8.8,3.4,7.5,23.0,1.1,3,8,9000000.0,2842000.0,1
Shareef Abdur-Rahim,1262,9,7.2,6.7,3.3,10.1,20.3,1.1,4,8,10130000.0,9000000.0,1
Shareef Abdur-Rahim,1262,10,7.5,6.6,3.1,9.1,20.5,1.0,5,8,11250000.0,10130000.0,1
Shareef Abdur-Rahim,1262,11,7.8,6.8,3.1,9.0,21.2,1.1,6,2,12375000.0,11250000.0,1
Shareef Abdur-Rahim,1262,12,7.0,6.7,3.0,8.4,19.9,0.5,7,2,13500000.0,12375000.0,1
Shareef Abdur-Rahim,1262,13,5.9,5.0,2.0,7.5,16.3,0.4,8,2,14625000.0,13500000.0,1
Shareef Abdur-Rahim,1262,14,6.2,4.7,2.1,7.3,16.8,0.5,9,2,5000000.0,14625000.0,0
Shareef Abdur-Rahim,1262,15,4.6,3.9,2.1,5.0,12.3,0.6,10,2,5400000.0,5000000.0,0
Shareef Abdur-Rahim,1262,16,3.9,2.9,1.4,5.0,9.9,0.5,11,0,5800000.0,5400000.0,0
Sharone Wright,1263,5,4.4,4.5,0.7,6.2,11.6,0.9,2,0,3100000.0,2500000.0,0
Sharone Wright,1263,6,2.7,2.2,0.5,3.1,6.5,0.8,3,0,3500000.0,3100000.0,0
Shaun Livingston,1264,15,2.4,1.3,4.5,3.0,5.8,0.5,2,5,3481920.0,3254880.0,0
Shaun Livingston,1264,16,3.9,2.1,5.1,3.4,9.3,0.5,3,5,4404629.0,3481920.0,0
Shaun Livingston,1264,19,2.9,1.3,3.6,2.2,6.9,0.3,5,5,3500000.0,4404629.0,0
Shaun Livingston,1264,20,2.5,1.7,2.2,2.0,6.6,0.4,6,5,3500000.0,3500000.0,0
Shaun Livingston,1264,21,2.2,1.4,2.1,2.1,5.5,0.3,7,12,2038446.0,3500000.0,0
Shaun Livingston,1264,22,2.5,1.5,3.3,2.4,6.3,0.5,8,5,1265977.0,2038446.0,0
Shaun Livingston,1264,23,3.1,2.5,3.2,3.2,8.3,0.4,9,5,5305000.0,1265977.0,0
Shaun Livingston,1264,24,2.5,1.2,3.3,2.3,5.9,0.3,10,5,5543725.0,5305000.0,0
Shaun Livingston,1264,25,2.6,1.2,3.0,2.2,6.3,0.3,11,5,5782450.0,5543725.0,0
Shaun Livingston,1264,26,2.3,0.8,1.8,2.0,5.1,0.3,12,5,7692308.0,5782450.0,1
Shaun Livingston,1264,27,2.4,0.9,2.0,1.8,5.5,0.3,13,5,8307692.0,7692308.0,1
Shavlik Randolph,1265,18,0.8,0.4,0.0,1.8,1.8,0.1,4,2,343542.0,8307692.0,0
