,SalStartYr,Salary,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,years_of_exp,salary_cap,Per_of_Salary_Cap
15121,2017,154500.0,0.0,16.5,1.3,3.7,0.364,0.2,1.5,0.111,1.2,2.2,0.538,0.386,0.5,0.8,0.6,0.0,2.0,2.0,2.2,0.5,0.7,1.7,1.5,3.3,0,99093000,0.0015591414126123943
15122,2017,3679840.0,7.0,11.1,1.1,2.8,0.4,0.6,1.7,0.349,0.5,1.1,0.481,0.507,0.4,0.5,0.769,0.0,1.9,1.9,0.4,0.2,0.2,0.6,1.6,3.2,18,99093000,0.037135216412864686
15124,2017,14041096.0,64.0,26.5,4.1,7.7,0.536,0.0,0.1,0.0,4.1,7.6,0.541,0.536,2.1,3.7,0.58,2.1,5.4,7.5,3.5,0.9,1.1,1.7,2.8,10.4,3,99093000,0.14169614402631872
15127,2017,24773250.0,80.0,32.6,5.2,10.0,0.516,1.9,4.3,0.434,3.3,5.8,0.576,0.608,1.2,1.5,0.832,1.5,5.0,6.4,1.5,1.5,0.5,0.6,2.4,13.4,3,99093000,0.25
15128,2017,1516320.0,13.0,15.6,2.9,5.9,0.488,0.5,1.5,0.333,2.4,4.4,0.541,0.531,0.6,0.9,0.661,1.2,3.5,4.6,0.5,0.3,0.2,0.6,1.5,6.8,1,99093000,0.015301989040598226
15130,2017,9003125.0,3.0,17.3,2.5,4.9,0.515,0.3,1.0,0.284,2.2,3.9,0.571,0.542,1.4,1.8,0.759,1.2,2.8,4.0,0.6,0.8,0.5,0.4,1.8,6.7,2,99093000,0.09085530764029749
15131,2017,1471382.0,18.0,18.0,3.0,6.7,0.449,0.7,2.3,0.324,2.3,4.4,0.514,0.504,1.7,2.1,0.792,0.3,1.9,2.2,1.1,0.7,0.2,0.9,1.7,8.4,1,99093000,0.014848495857426862
15132,2017,778668.0,1.0,26.2,4.2,9.0,0.463,1.0,3.2,0.316,3.2,5.8,0.543,0.519,1.3,1.7,0.8,1.8,3.0,4.8,0.8,0.5,0.3,0.5,2.3,10.7,0,99093000,0.007857951621204323
15133,2017,2442455.0,0.0,9.6,0.3,1.7,0.167,0.2,1.2,0.176,0.1,0.5,0.143,0.229,0.2,0.3,0.75,0.2,0.6,0.8,1.3,0.8,0.1,0.2,1.0,1.0,11,99093000,0.024648108342668
15134,2017,2422560.0,10.0,16.6,1.9,4.8,0.4,0.6,1.7,0.324,1.4,3.1,0.443,0.458,1.3,1.6,0.787,0.4,2.2,2.7,0.9,0.7,0.5,1.0,1.6,5.7,0,99093000,0.024447337349762344
15135,2017,96406.0,0.0,5.0,0.8,1.8,0.448,0.3,0.8,0.385,0.5,1.0,0.5,0.534,0.0,0.2,0.0,0.3,0.6,0.9,0.7,0.1,0.2,0.7,0.4,1.9,0,99093000,0.0009728840584097767
15136,2017,1312611.0,0.0,11.5,1.5,3.8,0.408,0.6,1.8,0.34,0.9,2.0,0.471,0.49,1.6,1.7,0.953,0.2,1.0,1.2,1.3,0.3,0.1,0.7,1.5,5.3,0,99093000,0.01324625351942115
15137,2017,4149242.0,73.0,28.8,5.1,10.4,0.488,0.2,0.9,0.27,4.9,9.6,0.507,0.499,2.8,3.8,0.723,2.0,6.6,8.6,3.6,0.7,0.5,2.3,3.4,13.2,2,99093000,0.04187220086181668
15138,2017,12307692.0,5.0,24.5,5.9,13.2,0.449,0.3,1.3,0.223,5.6,11.9,0.474,0.46,1.9,2.6,0.731,2.5,5.7,8.2,1.7,0.5,0.1,1.4,1.9,14.1,15,99093000,0.12420344524840302
15140,2017,1471382.0,5.0,14.5,2.3,4.0,0.568,0.0,0.1,0.25,2.3,4.0,0.573,0.57,0.7,1.2,0.557,1.8,2.9,4.7,0.4,0.3,0.7,0.4,1.9,5.3,1,99093000,0.014848495857426862
15141,2017,1471382.0,34.0,30.5,3.8,9.7,0.394,1.4,4.3,0.33,2.4,5.4,0.444,0.467,1.1,1.5,0.779,0.7,2.5,3.2,2.6,1.1,0.7,1.2,2.5,10.2,1,99093000,0.014848495857426862
15142,2017,1504560.0,0.0,9.0,1.3,3.1,0.412,0.4,1.3,0.286,0.9,1.8,0.5,0.471,0.7,0.9,0.789,0.1,0.9,1.0,0.5,0.2,0.0,0.4,1.0,3.6,0,99093000,0.015183312645696468
15143,2017,11825000.0,29.0,27.8,4.4,9.9,0.442,1.5,4.0,0.371,2.9,5.8,0.491,0.518,1.8,2.6,0.691,0.3,1.9,2.2,2.8,0.6,0.1,1.6,2.5,12.0,4,99093000,0.11933234436337582
15144,2017,9259260.0,79.0,30.1,2.7,5.9,0.464,0.6,2.3,0.245,2.2,3.5,0.609,0.513,0.6,1.4,0.423,1.2,3.9,5.1,1.0,1.2,1.0,0.6,2.6,6.6,3,99093000,0.09344010172262421
15146,2017,1524305.0,27.0,20.7,2.3,4.9,0.467,0.7,1.8,0.392,1.6,3.1,0.512,0.54,0.8,1.1,0.711,0.8,2.7,3.6,0.7,0.6,0.3,0.5,0.9,6.1,2,99093000,0.015382569909075314
15149,2017,6300000.0,42.0,26.7,3.3,8.1,0.408,0.7,1.9,0.376,2.6,6.2,0.418,0.453,0.4,0.7,0.6,1.1,4.1,5.1,6.7,1.4,0.2,2.4,2.1,7.8,10,99093000,0.0635766401259423
15150,2017,2533488.0,64.0,32.5,7.2,15.3,0.471,0.2,0.9,0.217,7.0,14.3,0.487,0.477,3.5,4.0,0.874,1.0,2.8,3.8,4.4,0.7,0.3,2.3,1.3,18.0,7,99093000,0.025566770609427508
15151,2017,10500000.0,24.0,25.1,4.2,9.6,0.437,1.8,5.0,0.363,2.4,4.6,0.518,0.532,0.8,1.0,0.831,0.2,2.4,2.6,1.1,1.1,0.4,0.9,1.8,11.0,4,99093000,0.10596106687657049
15152,2017,1988520.0,0.0,17.1,2.0,5.6,0.367,0.8,2.4,0.318,1.3,3.1,0.405,0.437,0.7,0.9,0.773,0.5,2.5,3.1,1.8,0.6,0.1,0.6,0.9,5.5,1,99093000,0.020067209590990284
15153,2017,14100000.0,75.0,32.9,3.5,8.7,0.402,0.8,2.6,0.306,2.7,6.1,0.443,0.448,3.4,3.8,0.891,0.9,3.2,4.1,9.1,1.7,0.1,2.6,2.7,11.1,5,99093000,0.1422905755199661
15155,2017,119601.0,33.0,21.9,1.5,4.0,0.374,0.9,2.4,0.386,0.6,1.6,0.356,0.492,0.3,0.4,0.722,0.3,1.8,2.1,1.0,0.5,0.5,0.6,0.9,4.2,8,99093000,0.0012069571009052102
15156,2017,5562360.0,60.0,28.7,5.6,13.8,0.405,2.1,6.1,0.352,3.4,7.7,0.447,0.483,2.3,3.0,0.782,0.5,3.0,3.5,4.8,1.4,0.3,2.8,2.1,15.6,1,99093000,0.056132723804910536
15157,2017,2550000.0,66.0,20.1,2.4,5.9,0.399,0.6,2.0,0.321,1.7,4.0,0.438,0.452,0.5,0.8,0.657,0.6,3.0,3.6,1.0,0.5,0.4,1.0,2.5,5.9,0,99093000,0.02573340195573855
15163,2017,1709538.0,0.0,10.8,0.9,3.3,0.288,0.2,1.5,0.148,0.7,1.8,0.406,0.322,0.4,0.4,0.875,0.6,1.5,2.1,0.9,0.2,0.2,0.4,0.7,2.5,4,99093000,0.01725185431867034
15164,2017,5250000.0,42.0,25.7,2.8,6.4,0.441,0.7,1.9,0.342,2.1,4.4,0.484,0.492,0.9,1.2,0.733,0.9,3.5,4.4,1.7,1.5,0.5,0.9,1.6,7.2,10,99093000,0.052980533438285245
15165,2017,1312611.0,5.0,16.9,1.8,4.1,0.431,0.5,2.0,0.25,1.3,2.1,0.6,0.491,1.0,1.6,0.636,0.1,1.1,1.1,0.9,0.4,0.1,0.9,1.3,5.1,0,99093000,0.01324625351942115
15167,2017,2986463.0,1.0,16.2,2.0,5.3,0.38,0.4,1.2,0.339,1.6,4.0,0.393,0.42,1.8,2.4,0.771,0.2,1.2,1.5,2.6,0.5,0.1,0.9,0.9,6.2,9,99093000,0.03013798149213365
15168,2017,10337079.0,31.0,25.5,2.6,6.4,0.411,1.2,3.4,0.36,1.4,3.0,0.469,0.507,0.9,1.2,0.789,0.5,2.4,2.9,1.4,0.8,0.4,1.0,2.0,7.5,5,99093000,0.10431694468832309
15169,2017,1312611.0,38.0,15.6,1.9,3.7,0.502,0.0,0.1,0.143,1.9,3.6,0.515,0.505,0.4,0.6,0.688,1.2,2.2,3.4,0.3,0.5,0.8,0.6,2.0,4.2,0,99093000,0.01324625351942115
15170,2017,6300000.0,8.0,17.8,2.3,5.4,0.42,0.4,1.3,0.294,1.9,4.1,0.461,0.456,1.3,1.7,0.75,0.3,1.8,2.1,1.6,0.6,0.3,1.0,1.9,6.2,1,99093000,0.0635766401259423
15171,2017,4666500.0,2.0,12.0,1.1,2.6,0.41,0.2,1.2,0.189,0.8,1.4,0.587,0.452,0.4,0.5,0.765,0.3,1.3,1.5,0.3,0.2,0.2,0.3,0.9,2.8,4,99093000,0.04709212557900155
15172,2017,4538019.0,24.0,30.4,3.4,9.5,0.359,1.2,4.2,0.283,2.2,5.3,0.42,0.422,2.6,3.2,0.812,1.0,2.9,3.9,4.6,1.6,0.4,2.0,2.4,10.6,2,99093000,0.04579555569010929
15175,2017,5225000.0,3.0,14.4,2.4,4.4,0.529,0.5,1.1,0.474,1.9,3.4,0.546,0.585,0.5,0.7,0.686,0.9,2.6,3.5,0.5,0.3,0.7,0.8,2.3,5.7,8,99093000,0.052728245183817225
15176,2017,9821429.0,80.0,29.2,3.1,6.8,0.455,1.8,4.4,0.406,1.3,2.3,0.548,0.588,0.6,0.7,0.81,0.3,2.8,3.1,1.2,0.7,0.2,0.7,1.6,8.5,3,99093000,0.09911324715166561
15177,2017,2116955.0,2.0,15.7,3.0,6.7,0.445,1.3,3.4,0.372,1.7,3.3,0.52,0.539,1.5,1.7,0.876,1.1,3.5,4.5,0.8,0.3,0.5,0.8,2.8,8.7,8,99093000,0.021363315269494313
15179,2017,3807146.0,27.0,27.4,3.1,7.9,0.396,1.7,4.5,0.368,1.5,3.4,0.433,0.5,1.5,1.9,0.813,0.3,2.6,2.8,2.4,0.6,0.4,1.6,1.8,9.5,2,99093000,0.03841992875379694
15180,2017,4180000.0,0.0,20.1,3.0,6.7,0.45,0.3,1.1,0.3,2.7,5.6,0.48,0.475,0.4,0.7,0.615,0.2,2.7,2.9,3.3,0.3,0.2,1.4,1.8,6.8,6,99093000,0.042182596147053775
15186,2017,1312611.0,0.0,13.0,0.3,1.8,0.143,0.0,0.5,0.0,0.3,1.3,0.2,0.143,0.3,0.5,0.5,0.3,0.5,0.8,0.8,0.3,0.3,0.0,1.5,0.8,0,99093000,0.01324625351942115
15187,2017,19000000.0,82.0,32.4,4.9,11.1,0.442,1.1,3.1,0.357,3.8,8.0,0.475,0.492,4.4,5.1,0.867,0.4,3.6,4.0,7.8,1.2,0.4,2.6,2.0,15.3,7,99093000,0.19173907339569898
15189,2017,8000000.0,21.0,26.6,2.8,6.6,0.424,1.3,3.4,0.373,1.6,3.3,0.476,0.519,0.9,1.1,0.784,0.5,2.3,2.8,2.6,1.3,0.4,1.2,2.2,7.8,6,99093000,0.080732241429768
15190,2017,2328652.0,0.0,18.4,1.4,3.3,0.432,1.0,2.3,0.427,0.4,1.0,0.444,0.582,0.3,0.4,0.828,0.2,1.2,1.4,1.3,0.6,0.3,0.5,1.3,4.1,17,99093000,0.02349966193373901
15191,2017,6261394.0,76.0,33.8,9.0,19.4,0.463,3.2,8.5,0.379,5.8,10.9,0.528,0.546,7.8,8.5,0.909,0.6,2.1,2.7,5.9,0.9,0.2,2.8,2.2,28.9,5,99093000,0.06318704651186259
15192,2017,6655325.0,15.0,21.0,2.1,5.3,0.398,0.8,1.8,0.447,1.3,3.5,0.371,0.475,0.9,1.1,0.843,0.7,2.4,3.1,0.8,0.5,0.1,0.5,1.8,6.0,5,99093000,0.06716241308669633
15194,2017,17826150.0,78.0,34.0,8.3,17.6,0.468,3.4,8.3,0.414,4.8,9.3,0.516,0.565,2.4,2.8,0.853,0.6,3.0,3.7,2.1,0.8,0.5,1.6,1.8,22.3,5,99093000,0.17989313069540736
15195,2017,16400000.0,78.0,29.9,3.4,5.6,0.6,0.0,0.0,0.0,3.4,5.6,0.604,0.6,1.4,2.7,0.498,3.7,5.5,9.2,1.0,0.5,1.1,0.8,2.3,8.1,5,99093000,0.16550109493102438
15198,2017,5290000.0,9.0,22.7,2.4,5.4,0.442,1.4,3.5,0.391,1.0,1.9,0.537,0.57,0.9,1.3,0.744,0.8,2.9,3.6,1.2,0.5,0.3,0.9,1.7,7.1,8,99093000,0.053384194645434084
15200,2017,6216840.0,82.0,37.0,9.8,18.0,0.542,1.2,3.4,0.367,8.5,14.7,0.582,0.576,4.3,5.2,0.832,3.6,8.7,12.3,2.7,0.7,1.3,2.6,2.9,25.1,1,99093000,0.06273742847627986
15202,2017,17131148.0,12.0,25.5,3.6,8.5,0.426,0.5,1.8,0.263,3.1,6.7,0.47,0.454,1.3,1.6,0.825,0.6,3.2,3.8,3.2,0.8,0.4,1.5,1.9,9.0,6,99093000,0.1728794970381359
15203,2017,2483040.0,81.0,31.4,5.5,10.7,0.511,0.5,1.4,0.348,5.0,9.3,0.536,0.534,3.0,3.7,0.809,1.7,5.6,7.3,1.3,0.9,2.1,1.3,3.2,14.5,1,99093000,0.02505767309497139
15205,2017,1312611.0,15.0,18.4,3.0,7.2,0.421,0.3,1.3,0.266,2.7,5.9,0.455,0.445,0.9,1.2,0.775,0.3,1.2,1.6,3.7,0.8,0.1,1.3,1.2,7.3,0,99093000,0.01324625351942115
15208,2017,2186400.0,0.0,17.1,1.8,5.1,0.354,1.3,3.6,0.351,0.5,1.4,0.363,0.481,0.2,0.3,0.778,0.2,2.5,2.6,1.1,0.5,0.1,0.9,1.5,5.1,0,99093000,0.022064121582755593
15209,2017,1312611.0,0.0,7.9,1.1,3.0,0.351,0.3,0.8,0.379,0.8,2.2,0.341,0.401,0.5,0.6,0.818,0.1,1.0,1.1,0.9,0.4,0.1,0.4,1.0,2.9,0,99093000,0.01324625351942115
15212,2017,2338653.0,2.0,11.2,1.4,3.8,0.365,0.6,2.0,0.321,0.8,1.8,0.413,0.449,0.0,0.1,0.4,0.1,1.1,1.2,0.6,0.5,0.2,0.3,0.8,3.5,1,99093000,0.023600587327056402
15213,2017,4031018.0,41.0,17.1,1.8,3.6,0.481,0.1,0.3,0.35,1.7,3.4,0.492,0.494,0.8,1.3,0.638,1.8,3.5,5.2,0.4,0.4,0.4,0.9,2.1,4.4,2,99093000,0.04067913979796756
15216,2017,17878652.0,59.0,29.9,6.9,15.9,0.434,0.8,2.4,0.31,6.2,13.5,0.456,0.457,3.7,4.7,0.794,1.1,3.5,4.5,3.8,1.4,0.7,2.3,1.9,18.3,13,99093000,0.18042295621285057
15217,2017,12100000.0,43.0,30.1,6.1,14.4,0.424,1.8,4.7,0.395,4.3,9.7,0.438,0.488,1.8,2.8,0.646,0.4,2.9,3.3,4.3,0.9,0.4,2.2,2.1,15.8,4,99093000,0.12210751516252409
15218,2017,12000000.0,79.0,34.7,8.1,18.3,0.444,3.0,7.6,0.399,5.1,10.7,0.476,0.527,3.8,4.5,0.847,0.6,3.3,3.9,5.5,1.1,0.3,2.1,1.5,23.2,5,99093000,0.121098362144652
15219,2017,18063850.0,78.0,36.4,8.3,18.4,0.451,1.1,3.5,0.327,7.2,14.9,0.48,0.482,5.4,6.8,0.801,0.8,3.4,4.2,10.7,2.0,0.6,4.1,1.9,23.1,6,99093000,0.18229188741888933
15222,2017,160378.0,0.0,10.3,1.3,3.0,0.417,0.1,0.5,0.1,1.2,2.5,0.48,0.425,0.6,0.8,0.688,0.4,0.9,1.3,1.1,0.6,0.1,0.4,0.8,3.1,1,99093000,0.0016184594270029164
15223,2017,2328652.0,0.0,12.6,2.0,3.7,0.536,0.0,0.1,0.375,1.9,3.6,0.541,0.542,0.6,0.8,0.768,0.7,2.3,3.0,2.2,0.6,0.7,1.1,1.5,4.6,13,99093000,0.02349966193373901
15224,2017,28299399.0,81.0,34.6,10.2,24.0,0.425,2.5,7.2,0.343,7.7,16.8,0.459,0.476,8.8,10.4,0.845,1.7,9.0,10.7,10.4,1.6,0.4,5.4,2.3,31.6,8,99093000,0.2855842390481669
15225,2017,1460927.0,0.0,13.5,0.9,2.5,0.379,0.3,1.0,0.353,0.6,1.5,0.396,0.448,0.6,0.6,0.909,0.7,1.6,2.3,0.6,0.3,0.3,0.5,1.5,2.8,0,99093000,0.014742988909408334
15226,2017,1312611.0,26.0,22.5,2.8,7.0,0.402,0.6,2.0,0.295,2.2,4.9,0.446,0.445,1.2,1.5,0.805,0.4,2.1,2.5,2.6,0.6,0.5,1.9,2.4,7.4,0,99093000,0.01324625351942115
15228,2017,7574322.0,82.0,37.2,8.6,19.1,0.452,1.3,3.5,0.356,7.4,15.6,0.473,0.484,5.0,6.6,0.76,1.2,2.8,4.0,2.3,1.0,0.4,2.3,2.2,23.6,2,99093000,0.0764364990463504
15230,2017,6000000.0,0.0,15.1,2.9,5.7,0.517,0.0,0.0,0.0,2.9,5.7,0.519,0.517,1.5,2.4,0.625,2.0,4.2,6.2,0.5,0.6,0.7,0.8,2.7,7.4,1,99093000,0.060549181072326
15231,2017,5474787.0,44.0,25.9,4.1,9.4,0.438,1.3,3.7,0.363,2.8,5.7,0.486,0.509,1.4,1.7,0.826,0.2,2.1,2.3,5.6,0.5,0.1,2.2,2.2,11.0,11,99093000,0.055248978232569405
15232,2017,104059.0,11.0,16.1,2.2,4.9,0.443,0.6,1.9,0.309,1.6,2.9,0.531,0.504,1.2,1.8,0.652,0.4,2.2,2.6,0.6,0.3,0.1,0.6,1.2,6.1,5,99093000,0.0010501145388675285
15234,2017,13168750.0,76.0,30.2,3.9,9.3,0.422,1.6,4.7,0.35,2.3,4.6,0.494,0.51,1.7,2.0,0.873,1.2,5.4,6.6,1.4,0.8,0.7,0.8,1.8,11.2,11,99093000,0.13289283804103216
15236,2017,1842176.0,16.0,18.6,2.4,5.6,0.437,0.6,2.1,0.29,1.8,3.5,0.524,0.491,0.7,1.1,0.656,0.5,1.8,2.3,0.8,0.9,0.3,1.1,2.0,6.2,0,99093000,0.018590374698515537
15238,2017,2705040.0,15.0,34.7,4.4,12.5,0.356,0.4,1.9,0.2,4.1,10.6,0.384,0.371,1.6,2.6,0.617,1.3,3.9,5.2,3.7,1.4,0.3,1.8,2.9,10.9,1,99093000,0.027297992794647452
15239,2017,593780.0,1.0,8.5,1.1,2.0,0.534,0.0,0.0,0.0,1.1,2.0,0.539,0.534,0.7,0.9,0.75,1.0,1.4,2.4,0.1,0.3,0.6,0.3,1.0,2.9,3,99093000,0.005992148789520955
15242,2017,5955760.0,5.0,16.0,3.0,4.8,0.615,0.0,0.0,0.0,3.0,4.8,0.619,0.615,0.8,1.3,0.657,1.1,1.7,2.8,0.5,0.4,0.7,0.4,1.5,6.8,8,99093000,0.06010273177721938
15243,2017,1645200.0,0.0,16.5,1.8,4.3,0.422,0.4,1.1,0.333,1.4,3.2,0.453,0.466,1.6,2.0,0.764,0.6,1.2,1.8,2.1,1.0,0.4,0.9,1.1,5.6,1,99093000,0.01660258545003179
15244,2017,77250.0,0.0,7.6,0.9,2.0,0.431,0.4,1.2,0.343,0.4,0.8,0.565,0.534,0.2,0.3,0.667,0.2,0.7,0.9,0.1,0.3,0.1,0.1,0.5,2.3,2,99093000,0.0007795707063061972
15246,2017,5192000.0,60.0,25.9,4.5,10.6,0.43,2.8,7.0,0.404,1.7,3.5,0.481,0.564,1.3,1.5,0.856,0.4,1.9,2.3,1.0,0.6,0.2,0.6,2.3,13.2,9,99093000,0.05239522468791943
15247,2017,12921348.0,74.0,30.2,4.9,9.3,0.527,0.6,1.6,0.381,4.3,7.7,0.557,0.56,0.6,1.2,0.523,1.8,4.3,6.1,1.6,1.5,0.4,1.3,1.8,11.0,9,99093000,0.13039617329175623
15248,2017,12584270.0,58.0,27.8,4.1,7.1,0.571,0.0,0.0,0.0,4.1,7.1,0.572,0.571,2.1,3.2,0.679,2.2,4.4,6.5,1.6,1.0,0.9,1.0,3.0,10.3,3,99093000,0.12699454048217332
15249,2017,1709538.0,5.0,10.3,1.5,3.1,0.494,0.0,0.0,0.0,1.5,3.1,0.497,0.494,0.4,0.8,0.564,0.8,1.6,2.4,0.8,0.1,0.4,0.4,1.2,3.5,4,99093000,0.01725185431867034
15251,2017,1312611.0,18.0,19.2,2.0,5.0,0.398,0.8,2.3,0.333,1.3,2.8,0.451,0.473,0.7,0.9,0.775,0.3,2.5,2.8,0.8,0.3,0.4,0.9,1.8,5.5,0,99093000,0.01324625351942115
15252,2017,1312611.0,11.0,16.0,3.3,6.3,0.529,0.0,0.1,0.0,3.3,6.2,0.536,0.529,0.8,1.3,0.653,1.1,3.1,4.2,0.8,0.4,0.9,0.8,1.7,7.5,0,99093000,0.01324625351942115
15254,2018,213948.0,8.0,19.4,1.9,5.2,0.356,1.5,4.2,0.349,0.4,1.0,0.384,0.496,0.7,0.9,0.817,0.6,3.1,3.7,0.8,0.5,0.4,0.9,2.1,5.9,5,101869000,0.0021002267618215552
15255,2018,24157304.0,76.0,32.7,5.9,9.4,0.629,0.0,0.0,0.0,5.9,9.3,0.631,0.629,2.1,3.8,0.559,5.1,4.0,9.0,1.2,1.2,1.0,1.7,2.8,13.9,4,101869000,0.23714087700870726
15256,2018,2955840.0,19.0,19.8,2.5,4.9,0.512,0.0,0.1,0.0,2.5,4.8,0.523,0.512,1.9,2.6,0.721,1.7,3.8,5.5,1.5,0.5,0.6,1.0,2.0,6.9,0,101869000,0.029016089291148437
15259,2018,22347015.0,75.0,33.5,9.2,18.0,0.51,0.4,1.2,0.293,8.8,16.7,0.526,0.52,4.5,5.3,0.837,3.3,5.2,8.5,2.0,0.6,1.2,1.5,2.1,23.1,11,101869000,0.21937012241211754
15260,2018,2034120.0,31.0,20.0,3.3,5.5,0.589,0.1,0.2,0.333,3.2,5.3,0.599,0.596,1.6,2.0,0.776,2.0,3.4,5.4,0.7,0.4,1.2,1.1,2.0,8.2,0,101869000,0.01996799811522642
15261,2018,77250.0,1.0,5.9,0.3,1.2,0.273,0.0,0.6,0.0,0.3,0.6,0.545,0.273,0.4,0.5,0.778,0.2,0.4,0.6,0.7,0.2,0.1,0.5,0.8,1.1,0,101869000,0.0007583268707850279
15263,2018,6957105.0,67.0,30.0,3.3,8.4,0.395,1.8,4.9,0.369,1.5,3.5,0.432,0.503,0.9,1.2,0.738,1.4,6.2,7.6,1.2,1.1,0.6,1.1,2.0,9.3,7,101869000,0.06829462348702746
15264,2018,2516047.0,0.0,13.7,2.3,5.3,0.431,0.9,2.7,0.33,1.4,2.6,0.535,0.515,0.7,1.0,0.737,0.7,1.8,2.4,0.7,0.4,0.2,0.4,1.4,6.2,2,101869000,0.024698848521139894
15265,2018,8641000.0,67.0,26.7,3.1,5.9,0.527,0.3,0.8,0.333,2.9,5.1,0.556,0.549,1.4,2.0,0.712,1.1,4.2,5.4,2.7,1.6,0.8,1.3,1.5,7.9,3,101869000,0.08482462770813495
15266,2018,20421546.0,50.0,26.1,3.1,7.3,0.431,2.0,5.1,0.386,1.2,2.1,0.539,0.568,1.1,1.4,0.774,1.4,3.6,5.0,0.9,0.4,0.3,0.6,1.9,9.3,9,101869000,0.20046869999705505
15268,2018,24157304.0,75.0,36.7,9.9,18.7,0.529,0.6,1.9,0.307,9.3,16.8,0.554,0.545,6.5,8.5,0.76,2.1,8.0,10.0,4.8,1.5,1.4,3.0,3.1,26.9,4,101869000,0.23714087700870726
15269,2018,2393887.0,78.0,32.1,6.1,15.0,0.404,2.2,6.1,0.357,3.9,8.9,0.437,0.476,1.9,2.5,0.767,0.9,4.9,5.8,1.3,0.6,0.6,1.3,2.5,16.2,14,101869000,0.023499661329747026
15270,2018,1952760.0,62.0,20.0,2.2,4.7,0.471,1.0,2.7,0.371,1.2,2.0,0.604,0.577,0.5,0.8,0.629,0.6,1.9,2.5,0.7,0.7,0.2,0.6,1.8,5.9,0,101869000,0.019169325309956905
15271,2018,1349383.0,0.0,12.7,0.7,1.7,0.415,0.4,1.3,0.29,0.3,0.4,0.8,0.524,0.2,0.3,0.833,0.0,1.0,1.0,1.5,0.5,0.0,0.5,0.8,2.0,0,101869000,0.013246257448291433
15272,2018,15000000.0,67.0,33.9,4.0,9.7,0.412,2.5,6.9,0.368,1.5,2.8,0.519,0.542,1.1,1.3,0.854,0.5,3.9,4.4,1.6,1.5,0.2,0.8,2.0,11.7,13,101869000,0.1472479360747627
15273,2018,7464912.0,1.0,7.4,1.2,2.5,0.468,0.4,1.2,0.348,0.7,1.3,0.583,0.553,0.1,0.2,0.667,0.2,0.6,0.8,0.5,0.4,0.2,0.8,1.2,2.8,8,101869000,0.07327952566531526
15278,2018,1378242.0,6.0,13.5,1.4,3.6,0.375,0.2,0.8,0.256,1.2,2.8,0.409,0.404,0.4,0.5,0.8,0.1,2.3,2.3,0.7,0.3,0.0,0.4,0.9,3.3,0,101869000,0.013529552660770204
15279,2018,4697823.0,1.0,13.3,0.7,2.0,0.339,0.4,1.1,0.333,0.3,0.9,0.346,0.432,0.7,0.9,0.769,0.2,0.9,1.0,1.6,0.9,0.2,0.6,1.1,2.4,1,101869000,0.046116316052969994
15280,2018,1544951.0,0.0,11.4,2.0,3.0,0.667,0.6,0.7,0.8,1.4,2.3,0.625,0.762,0.9,1.4,0.6,0.1,1.0,1.1,0.7,0.3,0.1,0.6,1.7,5.4,1,101869000,0.015166056405776045
15281,2018,7461960.0,50.0,34.2,3.9,10.8,0.36,1.7,5.7,0.305,2.2,5.2,0.42,0.44,0.6,1.4,0.451,1.3,5.6,6.9,7.2,1.7,0.8,2.6,2.3,10.2,0,101869000,0.07325054727149574
15283,2018,24107258.0,77.0,34.2,7.0,15.7,0.445,1.5,4.3,0.357,5.4,11.4,0.478,0.494,3.4,4.1,0.827,1.0,5.1,6.1,2.0,0.6,0.2,1.5,1.2,18.9,5,101869000,0.23664959899478744
15284,2018,11830358.0,40.0,33.1,5.7,12.7,0.452,1.9,5.2,0.37,3.8,7.5,0.51,0.528,2.2,2.8,0.805,0.9,4.2,5.0,4.1,1.0,0.6,1.8,2.1,15.7,5,101869000,0.11613305323503716
15285,2018,24000000.0,64.0,31.0,4.2,10.2,0.415,1.4,4.3,0.336,2.8,5.9,0.473,0.486,1.7,2.0,0.831,0.9,3.9,4.8,5.5,1.0,0.4,2.0,1.1,11.6,9,101869000,0.2355966977196203
15286,2018,8575916.0,11.0,23.7,2.8,6.7,0.416,1.4,3.7,0.37,1.4,3.0,0.474,0.519,0.9,1.1,0.795,0.4,1.7,2.1,1.4,0.6,0.2,1.2,2.3,7.9,9,101869000,0.08418572873003563
15287,2018,5193600.0,67.0,18.3,2.6,5.5,0.471,0.0,0.3,0.143,2.6,5.2,0.487,0.474,0.7,1.0,0.756,1.6,3.8,5.4,1.1,0.3,0.6,1.0,2.5,6.0,5,101869000,0.05098312538652583
15288,2018,18089888.0,65.0,27.5,4.4,10.4,0.42,1.7,4.2,0.394,2.7,6.2,0.438,0.5,2.5,3.1,0.796,0.4,3.4,3.8,3.5,1.5,0.7,2.4,2.3,12.9,5,101869000,0.17757991145490779
15289,2018,25434262.0,82.0,36.3,8.3,18.1,0.46,2.4,6.5,0.375,5.9,11.6,0.507,0.527,3.6,4.5,0.791,0.7,3.7,4.4,4.5,1.2,0.4,2.6,2.0,22.6,5,101869000,0.24967617233898437
